Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759421823772,4615.938888549805,2320,1,0.78125,4615.938888549805,2320,1,0.78125,4568.435852050781,2320,1,0.7875,4568.435852050781,2320,1,0.7875,5393.697570800781,2900,1,0.88125,5393.697570800781,2900,1,0.88125,4286.899871826172,2320,1,0.78125,4286.900009155273,2320,1,0.78125,23724.977111816406,4069,2793,4441,1102,3553,1102,3553,1102,3553,3543,3552,1102,4441,4441,3870,1102,2.857142925262451,2.777777910232544,8.571429252624512,8.108107566833496,5.555555820465088,5.555555820465088,8.333333969116211,2.777777910232544,2.857142925262451,7.894736289978027,5.555555820465088,2.777777910232544,2.941176414489746,5.405405521392822,8.108107566833496,5.405405521392822,13958320128,0,9420484608,0
199,1759421823772,4615.943923950195,2900,1,0.88125,4615.943923950195,2900,1,0.88125,4568.437271118164,2900,1,0.8875,4568.437271118164,2900,1,0.8875,5393.7000732421875,2320,1,0.78125,5393.7000732421875,2320,1,0.78125,4286.901016235352,2320,1,0.78125,4286.901016235352,2320,1,0.78125,23725.02520751953,4069,2793,4441,1102,3553,1102,3553,1102,3553,3543,3552,1102,4441,4441,3870,1102,2.857142925262451,2.777777910232544,8.571429252624512,8.108107566833496,5.555555820465088,5.555555820465088,8.333333969116211,2.777777910232544,2.857142925262451,7.894736289978027,5.555555820465088,2.777777910232544,2.941176414489746,5.405405521392822,8.108107566833496,5.405405521392822,13958320128,0,9422557184,0
199,1759421823972,4616.184677124023,3560,0,1.025,4616.184677124023,3560,0,1.025,4568.671890258789,3560,0,1.03125,4568.671890258789,3560,0,1.03125,5393.9208984375,4450,0,1.2875,5393.9208984375,4450,0,1.2875,4287.146896362305,4450,0,1.3,4287.146896362305,4450,0,1.3,23729.35316467285,4069,2793,4441,1102,3553,1102,3553,1102,3553,3543,3552,1102,4441,4441,3870,1102,42.85714340209961,42.85714340209961,42.85714340209961,40,42.85714340209961,38.095237731933594,95,42.85714340209961,42.85714340209961,40,40.90909194946289,23.809524536132813,40.90909194946289,40,40,40,13958320128,0,9453846528,0
199,1759421824172,4616.220993041992,3560,0,1.025,4616.220993041992,3560,0,1.025,4568.70426940918,4450,0,1.2875,4568.70426940918,4450,0,1.2875,5393.975082397461,4450,0,1.2875,5393.97526550293,4450,0,1.2875,4287.195999145508,3560,0,1.03125,4287.195999145508,3560,0,1.03125,23732.682510375977,4069,2793,4441,1102,3553,1102,3553,1102,3553,3543,3552,1102,4441,4441,3870,1102,4.761904716491699,0,0,0,5,0,90.47618865966797,0,0,0,0,0,0,0,5,0,13958320128,0,9519280128,0
199,1759421824372,4616.282958984375,4450,0,1.2875,4616.282958984375,4450,0,1.2875,4568.814697265625,4450,0,1.2875,4568.814697265625,4450,0,1.2875,5394.19108581543,4450,0,1.3,5394.19108581543,4450,0,1.3,4287.240646362305,4450,0,1.29375,4287.24153137207,4450,0,1.29375,23737.018676757813,4069,2793,4441,1102,3553,1102,3553,1102,3553,3543,3552,1102,4441,4441,3870,1102,5,0,35,0,25,0,100,0,15.000000953674316,0,26.3157901763916,0,0,0,10,0,13958320128,0,9526247424,0
199,1759421824572,4616.337097167969,3560,0,1.025,4616.337097167969,3560,0,1.025,4568.878616333008,3560,0,1.03125,4568.878616333008,3560,0,1.03125,5394.561019897461,3560,0,1.025,5394.565872192383,3560,0,1.025,4287.292449951172,4450,0,1.29375,4287.292449951172,4450,0,1.29375,23741.742904663086,4069,2793,4441,1102,3553,1102,3553,1102,3553,3543,3552,1102,4441,4441,3870,1102,5,0,61.904762268066406,0,60.000003814697266,0,100,0,0,0,61.904762268066406,0,0,0,0,5,13958320128,0,9526247424,0
1,1759421824772,4616.371810913086,2900,1,0.88125,4616.371810913086,2900,1,0.88125,4568.9405517578125,2900,1,0.8875,4568.9405517578125,2900,1,0.8875,5394.678466796875,2900,1,0.88125,5394.678466796875,2900,1,0.88125,4287.337799072266,2320,1,0.78125,4287.337799072266,2320,1,0.78125,23744.314529418945,4069,2793,4441,1102,3553,1102,3553,1102,3553,3543,3552,1102,4441,4441,3870,1102,4.761904716491699,0,15.000000953674316,21.052631378173828,15.000000953674316,0,25,0,0,0,15.000000953674316,0,4.761904716491699,0,0,0,13958320128,0,9433538560,0
