Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760634976281,10256.107803344727,4450,0,1.28125,10256.107803344727,4450,0,1.28125,10865.639053344727,3560,0,1.025,10865.639053344727,3560,0,1.025,25813.408309936523,3560,0,1.025,25813.408309936523,3560,0,1.025,7564.051086425781,3560,0,1.025,7564.051086425781,3560,0,1.025,27299.878479003906,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,3.125,3.22580623626709,6.45161247253418,6.060606002807617,3.22580623626709,6.060606002807617,3.22580623626709,3.125,0,0,3.125,3.125,0,0,3.125,3.125,13958311936,0,2211901440,0
199,1760634976281,10256.111434936523,4450,0,1.28125,10256.111434936523,4450,0,1.28125,10865.639724731445,3560,0,1.025,10865.639724731445,3560,0,1.025,25813.40882873535,3560,0,1.025,25813.40882873535,3560,0,1.025,7564.051483154297,3560,0,1.025,7564.051483154297,3560,0,1.025,27299.905349731445,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,3.125,3.22580623626709,6.45161247253418,6.060606002807617,3.22580623626709,6.060606002807617,3.22580623626709,3.125,0,0,3.125,3.125,0,0,3.125,3.125,13958311936,0,2211901440,0
199,1760634976481,10256.413436889648,3560,0,1,10256.413436889648,3560,0,1.025,10865.833953857422,3560,0,1.025,10865.833953857422,3560,0,1.025,25813.60302734375,3560,0,1.025,25813.60302734375,3560,0,1.025,7564.246383666992,3560,0,1.03125,7564.246383666992,3560,0,1.03125,27304.617645263672,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,40,45,57.142860412597656,75,42.85714340209961,40,42.85714340209961,40,42.85714340209961,42.105262756347656,42.105262756347656,42.85714340209961,42.85714340209961,40,42.85714340209961,40,13958311936,0,2249318400,0
199,1760634976681,10256.41389465332,3560,0,1,10256.41389465332,3560,0,1.025,10865.834411621094,3560,0,1.03125,10865.834411621094,3560,0,1.03125,25813.603302001953,3560,0,1.025,25813.603302001953,3560,0,1.025,7564.246505737305,3560,0,1.03125,7564.246505737305,3560,0,1.03125,27308.648635864258,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,2281168896,0
199,1760634976881,10256.418273925781,3560,0,1.025,10256.418273925781,3560,0,1.025,10865.834854125977,3560,0,1.03125,10865.834854125977,3560,0,1.03125,25813.609771728516,3560,0,1.025,25813.609771728516,3560,0,1.025,7564.24690246582,3560,0,1.03125,7564.24690246582,3560,0,1.03125,27312.755462646484,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,4.761904716491699,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,2343211008,0
199,1760634977081,10256.41862487793,3560,0,1,10256.41862487793,3560,0,1.025,10865.839340209961,3560,0,1.03125,10865.839340209961,3560,0,1.03125,25813.61817932129,4450,0,1.28125,25813.61817932129,4450,0,1.28125,7564.24951171875,3560,0,1.03125,7564.24951171875,3560,0,1.03125,27316.72427368164,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,2363449344,0
199,1760634977281,10256.41879272461,3560,0,1.025,10256.41879272461,3560,0,1.025,10865.839370727539,3560,0,1.03125,10865.839370727539,3560,0,1.03125,25813.6241607666,3560,0,1.025,25813.6241607666,3560,0,1.025,7564.249664306641,3560,0,1.03125,7564.249664306641,3560,0,1.03125,27320.804260253906,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,2367430656,0
199,1760634977481,10256.419052124023,3560,0,1.025,10256.419052124023,3560,0,1.025,10865.839416503906,3560,0,1.03125,10865.839416503906,3560,0,1.03125,25813.629501342773,4450,0,1.28125,25813.629501342773,4450,0,1.28125,7564.249710083008,3560,0,1.03125,7564.249710083008,3560,0,1.03125,27324.971481323242,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,2367430656,0
199,1760634977681,10256.41943359375,2460,0,0.96875,10256.41943359375,2460,1,0.80625,10865.922348022461,2460,1,0.80625,10865.922348022461,2460,1,0.80625,25813.658096313477,3075,1,0.91875,25813.658096313477,3075,1,0.91875,7564.251556396484,3075,1,0.91875,7564.251556396484,3075,1,0.91875,27329.354248046875,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,100,0,20,0,20,0,15.789472579956055,0,5,0,0,0,0,0,13958311936,0,2379706368,0
199,1760634977881,10256.431732177734,3379.9999999999995,0,0.9812500000000001,10256.431732177734,3379.9999999999995,0,0.9812500000000001,10865.92236328125,3379.9999999999995,0,0.9812500000000001,10865.92236328125,3379.9999999999995,0,0.9812500000000001,25814.080993652344,4225,0,1.25,25814.080993652344,4225,0,1.25,7564.256912231445,3379.9999999999995,0,0.9812500000000001,7564.256912231445,3379.9999999999995,0,0.9812500000000001,27334.342651367188,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,100,0,95,0,95,0,0,0,95.23809814453125,0,0,0,0,0,13958311936,0,2380480512,0
199,1760634978081,10256.442199707031,3400,0,0.9875,10256.442199707031,3400,0,0.9875,10865.922668457031,3400,0,0.9875,10865.922668457031,3400,0,0.9875,25814.520706176758,4250,0,1.25,25814.520706176758,4250,0,1.25,7564.260467529297,3400,0,0.9875,7564.260467529297,3400,0,0.9875,27339.312042236328,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,100,0,100,0,100,0,0,0,100,0,4.761904716491699,0,0,0,13958311936,0,2382503936,0
199,1760634978281,10256.444137573242,3300,0,0.9625,10256.444137573242,3220.0000000000005,0,0.95,10865.92269897461,3220.0000000000005,0,0.95,10865.92269897461,3220.0000000000005,0,0.95,25814.960998535156,4025,0,1.16875,25814.960998535156,4025,0,1.16875,7564.302352905273,4025,0,1.16875,7564.302352905273,4025,0,1.16875,27344.313110351563,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,100,0,100,0,95,0,0,0,95.23809814453125,0,0,0,0,0,13958311936,0,2382503936,0
199,1760634978482,10256.45327758789,2940,1,0.8875,10256.45327758789,2940,1,0.8875,10865.924453735352,2940,1,0.89375,10865.924453735352,2940,1,0.89375,25815.390731811523,3675,0,1.05625,25815.390731811523,3675,0,1.05625,7564.307876586914,2940,1,0.89375,7564.307876586914,4125,1,0.89375,27349.3104095459,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,100,0,95.23809814453125,0,100,0,0,0,100,0,0,0,0,0,13958311936,0,2382503936,0
199,1760634978682,10256.461059570313,3400,0,0.9875,10256.461059570313,3400,0,0.9875,10865.924530029297,3400,0,0.9875,10865.924530029297,3400,0,0.9875,25815.826919555664,4250,0,1.25,25815.826919555664,4250,0,1.25,7564.3125,3400,0,0.9875,7564.3125,3400,0,0.9875,27354.284606933594,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,100,0,100,0,100,0,0,0,100,0,0,0,0,0,13958311936,0,2382503936,0
199,1760634978882,10256.474151611328,3279.9999999999995,0,0.95625,10256.474151611328,2980,1,0.9,10865.924575805664,2980,1,0.9,10865.924575805664,2980,1,0.9,25816.259338378906,3725,0,1.06875,25816.259338378906,3725,0,1.06875,7564.321960449219,3725,0,1.06875,7564.321960449219,3725,0,1.06875,27359.28793334961,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,100,0,100,0,100,0,0,0,100,0,0,0,0,0,13958311936,0,2382503936,0
199,1760634979082,10256.478698730469,3320.0000000000005,0,0.96875,10256.478698730469,3320.0000000000005,0,0.96875,10865.924682617188,3320.0000000000005,0,0.96875,10865.924682617188,3320.0000000000005,0,0.96875,25816.69044494629,4150,0,1.225,25816.69044494629,4150,0,1.225,7564.325881958008,3320.0000000000005,0,0.96875,7564.325881958008,3040,0,0.96875,27364.287185668945,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,75,28.571430206298828,95.23809814453125,0,95,0,0,0,95,0,0,0,0,0,13958311936,0,2382503936,0
199,1760634979282,10256.483596801758,2920,1,0.8875,10256.483596801758,2920,1,0.8875,10865.924713134766,2920,1,0.89375,10865.924713134766,2920,1,0.89375,25817.130325317383,3650,0,1.05,25817.130325317383,3650,0,1.05,7564.32975769043,2920,1,0.8875,7564.32975769043,2920,1,0.8875,27369.261611938477,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,0,100,100,0,100,0,0,0,100,0,0,0,0,0,13958311936,0,2382503936,0
199,1760634979482,10256.492553710938,3320.0000000000005,0,0.96875,10256.492553710938,3320.0000000000005,0,0.96875,10865.92741394043,2820,0,0.96875,10865.92741394043,2820,1,0.875,25817.573196411133,3525,0,1.01875,25817.573196411133,3525,0,1.01875,7564.336212158203,3525,0,1.01875,7564.336212158203,3525,0,1.01875,27374.262237548828,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,4.761904716491699,0,0,100,100,0,100,0,0,0,100,0,0,0,0,0,13958311936,0,2382315520,0
199,1760634979682,10256.499481201172,3560,0,1.025,10256.499481201172,3560,0,1.025,10865.927444458008,3560,0,1.03125,10865.927444458008,3560,0,1.03125,25817.850494384766,3560,0,1.025,25817.850494384766,3560,0,1.025,7564.339538574219,3560,0,1.03125,7564.339538574219,3560,0,1.03125,27378.955825805664,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,0,100,65,0,63.15789031982422,0,0,0,63.15789031982422,0,0,0,0,0,13958311936,0,2382315520,0
199,1760634979882,10256.506561279297,3560,0,1.025,10256.506561279297,3560,0,1.025,10865.937423706055,4450,0,1.2875,10865.937423706055,4450,0,1.2875,25817.850555419922,3560,0,1.025,25817.850555419922,3560,0,1.025,7564.343490600586,3560,0,1.03125,7564.343490600586,3560,0,1.03125,27383.106369018555,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,2382315520,0
199,1760634980082,10256.510269165039,3560,0,1.025,10256.510269165039,3560,0,1.025,10865.938507080078,3560,0,1.025,10865.938507080078,3560,0,1.025,25817.85955810547,3560,0,1.025,25817.85955810547,3560,0,1.025,7564.343566894531,3560,0,1.03125,7564.343566894531,3560,0,1.03125,27387.19561767578,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,2382315520,0
200,1760634980282,10256.512344360352,3560,0,1.025,10256.512344360352,3560,0,1.025,10865.938537597656,3560,0,1.03125,10865.938537597656,3560,0,1.03125,25817.867599487305,3560,0,1.025,25817.867599487305,3560,0,1.025,7564.343597412109,3560,0,1.03125,7564.343597412109,3560,0,1.03125,27391.198150634766,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,2382315520,0
2,1760634980482,10256.526000976563,4450,0,1.25,10256.526000976563,4450,0,1.25,10865.943878173828,3560,0,1.00625,10865.943878173828,3560,0,1.00625,25817.873306274414,3560,0,1.025,25817.873306274414,3560,0,1.025,7564.345779418945,3560,0,1.025,7564.345779418945,3560,0,1.025,27392.847198486328,3552,3554,4053,1102,3551,1102,3551,1102,2606,1102,3551,3548,4123,1102,4441,1102,0,0,10,23.809524536132813,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,13958311936,0,2275508224,0
