Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760609247804,49714.02212524414,3560,0,1.025,49714.02212524414,3560,0,1.025,50220.64277648926,3560,0,1.025,50220.64277648926,3560,0,1.025,60437.800857543945,3560,0,1.025,60437.800857543945,3560,0,1.025,48007.72036743164,3560,0,1.025,48007.72036743164,3560,0,1.025,3206.7569885253906,3552,2670,3582,4434,4176,1750,1102,3706,3552,1623,4441,1791,4440,3559,3552,1722,2.4390242099761963,2.5,4.878048419952393,2.4390242099761963,2.4390242099761963,4.761904716491699,2.5,0,4.878048419952393,2.4390242099761963,2.5,2.4390242099761963,2.4390242099761963,0,2.4390242099761963,2.4390242099761963,13958311936,0,2221240320,0
199,1760609247804,49714.02452087402,4450,0,1.2875,49714.02452087402,4450,0,1.2875,50220.64343261719,3560,0,1.025,50220.64343261719,3560,0,1.025,60437.80139160156,3560,0,1.025,60437.80139160156,3560,0,1.025,48007.72380065918,3560,0,1.025,48007.72380065918,3560,0,1.025,3206.778350830078,3552,2670,3582,4434,4176,1750,1102,3706,3552,1623,4441,1791,4440,3559,3552,1722,2.4390242099761963,2.5,4.878048419952393,2.4390242099761963,2.4390242099761963,4.761904716491699,2.5,0,4.878048419952393,2.4390242099761963,2.5,2.4390242099761963,2.4390242099761963,0,2.4390242099761963,2.4390242099761963,13958311936,0,2221240320,0
199,1760609248004,49714.24540710449,3560,0,1.025,49714.24540710449,3560,0,1.025,50221.15199279785,3560,0,1.03125,50221.15199279785,3560,0,1.03125,60438.00958251953,3560,0,1.025,60438.00958251953,3560,0,1.025,48007.93003845215,3560,0,1.025,48007.93003845215,3560,0,1.025,3211.5728149414063,3552,2670,3582,4434,4176,1750,1102,3706,3552,1623,4441,1791,4440,3559,3552,1722,40,40,42.85714340209961,45,45,40,76.19047546386719,40,57.142860412597656,40,40,40,42.85714340209961,40,45,42.105262756347656,13958311936,0,2262491136,0
199,1760609248204,49714.25030517578,3560,0,1.025,49714.25032043457,3560,0,1.025,50221.15530395508,3560,0,1.03125,50221.15530395508,3560,0,1.03125,60438.01220703125,3560,0,1.025,60438.01220703125,3560,0,1.025,48007.9348449707,3560,0,1.025,48007.9348449707,3560,0,1.025,3215.4971771240234,3552,2670,3582,4434,4176,1750,1102,3706,3552,1623,4441,1791,4440,3559,3552,1722,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,13958311936,0,2321879040,0
199,1760609248404,49714.25148010254,3100,1,0.91875,49714.25148010254,3100,1,0.91875,50221.15663146973,3100,1,0.925,50221.15663146973,3100,1,0.925,60438.301849365234,3875,0,1.11875,60438.301849365234,3875,0,1.11875,48007.93507385254,3100,1,0.925,48007.93507385254,3100,1,0.925,3220.530776977539,3552,2670,3582,4434,4176,1750,1102,3706,3552,1623,4441,1791,4440,3559,3552,1722,9.523809432983398,0,50,0,50,0,100,0,0,0,52.38095474243164,0,0,0,5,0,13958311936,0,2323861504,0
200,1760609248604,49714.26747131348,3560,0,1.025,49714.26747131348,4450,0,1.28125,50221.15953063965,3560,0,1.03125,50221.15953063965,3560,0,1.03125,60438.58973693848,4450,0,1.2875,60438.58973693848,4450,0,1.2875,48007.93510437012,3560,0,1.03125,48007.93510437012,3560,0,1.03125,3225.4512939453125,3552,2670,3582,4434,4176,1750,1102,3706,3552,1623,4441,1791,4440,3559,3552,1722,4.761904716491699,0,55,0,57.894737243652344,0,100,0,0,0,57.894737243652344,0,0,0,0,0,13958311936,0,2323861504,0
1,1760609248805,49714.288635253906,4450,0,1.2875,49714.288833618164,4450,0,1.2875,50221.165435791016,3560,0,1.03125,50221.165435791016,3560,0,1.03125,60438.621810913086,3560,0,1.025,60438.621810913086,3560,0,1.025,48007.93519592285,3560,0,1.025,48007.93519592285,3560,0,1.025,3227.237060546875,3552,2670,3582,4434,4176,1750,1102,3706,3552,1623,4441,1791,4440,3559,3552,1722,0,0,5.263157844543457,0,18.18181800842285,0,25,0,0,0,9.523809432983398,0,0,0,0,0,13958311936,0,2291617792,0
