Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760634911707,10255.161346435547,3560,0,1.025,10255.162384033203,3560,0,1.025,10864.41145324707,3560,0,1.025,10864.41145324707,3560,0,1.025,25808.303024291992,3560,0,1.025,25808.303024291992,3560,0,1.025,7563.426055908203,3560,0,1.025,7563.426055908203,3560,0,1.025,27101.34017944336,3628,3239,4119,1102,3550,1102,3613,1102,3552,1102,4014,4099,3915,1102,4447,4441,3.125,3.125,3.125,3.125,6.060606002807617,3.125,6.060606002807617,3.125,3.125,0,3.125,3.125,6.060606002807617,0,0,6.060606002807617,13958311936,0,2213806080,0
200,1760634911707,10255.162384033203,4450,0,1.28125,10255.162384033203,4450,0,1.28125,10864.41145324707,3560,0,1.025,10864.412155151367,3560,0,1.025,25808.30406188965,3560,0,1.025,25808.30406188965,3560,0,1.025,7563.426483154297,3560,0,1.025,7563.426483154297,3560,0,1.025,27101.363708496094,3628,3239,4119,1102,3550,1102,3613,1102,3552,1102,4014,4099,3915,1102,4447,4441,3.125,3.125,3.125,3.125,6.060606002807617,3.125,6.060606002807617,3.125,3.125,0,3.125,3.125,6.060606002807617,0,0,6.060606002807617,13958311936,0,2213806080,0
199,1760634911907,10255.380661010742,3560,0,1.025,10255.380783081055,3560,0,1.025,10864.741394042969,3560,0,1.025,10864.741394042969,3560,0,1.025,25808.50653076172,3560,0,1.025,25808.50653076172,3560,0,1.025,7563.629379272461,3560,0,1.025,7563.629379272461,3560,0,1.025,27106.174880981445,3628,3239,4119,1102,3550,1102,3613,1102,3552,1102,4014,4099,3915,1102,4447,4441,40,42.85714340209961,55,42.85714340209961,40,42.105262756347656,76.19047546386719,42.85714340209961,52.38095474243164,42.105262756347656,40,40,40,42.85714340209961,40,40,13958311936,0,2254872576,0
199,1760634912107,10255.38591003418,3560,0,1.025,10255.38591003418,3560,0,1.025,10864.741958618164,3560,0,1.025,10864.741958618164,3560,0,1.025,25808.511962890625,3560,0,1.025,25808.511962890625,3560,0,1.025,7563.629409790039,3560,0,1.025,7563.629409790039,3560,0,1.025,27110.061279296875,3628,3239,4119,1102,3550,1102,3613,1102,3552,1102,4014,4099,3915,1102,4447,4441,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,13958311936,0,2286723072,0
199,1760634912308,10255.386917114258,3560,0,1.025,10255.386917114258,3560,0,1.025,10864.747146606445,3560,0,1.025,10864.747146606445,3560,0,1.025,25808.61149597168,4450,0,1.28125,25808.61149597168,4450,0,1.28125,7563.812118530273,3560,0,1.025,7563.812118530273,3560,0,1.025,27113.999755859375,3628,3239,4119,1102,3550,1102,3613,1102,3552,1102,4014,4099,3915,1102,4447,4441,5,0,0,0,0,0,80,0,0,0,10,0,15.000000953674316,0,0,0,13958311936,0,2348945408,0
199,1760634912508,10255.393493652344,3560,0,1.025,10255.393508911133,3560,0,1.025,10864.749465942383,3560,0,1.025,10864.749465942383,3560,0,1.025,25808.614501953125,3560,0,1.025,25808.614501953125,3560,0,1.025,7563.81396484375,3560,0,1.025,7563.81396484375,3560,0,1.025,27118.045608520508,3628,3239,4119,1102,3550,1102,3613,1102,3552,1102,4014,4099,3915,1102,4447,4441,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,13958311936,0,2367225856,0
199,1760634912708,10255.395645141602,3560,0,1.025,10255.395645141602,3560,0,1.025,10864.749496459961,3560,0,1.03125,10864.749496459961,3560,0,1.03125,25808.614532470703,3560,0,1.025,25808.614532470703,3560,0,1.025,7563.814025878906,3560,0,1.025,7563.814025878906,3560,0,1.025,27122.142776489258,3628,3239,4119,1102,3550,1102,3613,1102,3552,1102,4014,4099,3915,1102,4447,4441,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,13958311936,0,2379833344,0
199,1760634912908,10255.398529052734,3560,0,1.025,10255.398529052734,3560,0,1.025,10864.749633789063,3560,0,1.025,10864.749633789063,3560,0,1.025,25808.61456298828,3560,0,1.025,25808.61456298828,3560,0,1.025,7563.814056396484,3560,0,1.025,7563.814056396484,3560,0,1.025,27126.250900268555,3628,3239,4119,1102,3550,1102,3613,1102,3552,1102,4014,4099,3915,1102,4447,4441,0,0,2.4390242099761963,0,0,0,100,0,0,0,0,0,0,0,0,0,13958311936,0,2379833344,0
199,1760634913108,10255.400024414063,3260,0,0.95625,10255.400024414063,3260,0,0.95625,10864.860656738281,4075,0,1.19375,10864.860656738281,3975,0,1.19375,25808.7234954834,3975,0,1.15625,25808.7234954834,3975,0,1.15625,7563.817001342773,3180,1,0.9375,7563.817001342773,3180,1,0.9375,27130.589096069336,3628,3239,4119,1102,3550,1102,3613,1102,3552,1102,4014,4099,3915,1102,4447,4441,0,0,0,0,0,0,100,0,0,20,23.809524536132813,0,0,0,25,0,13958311936,0,2388127744,0
199,1760634913308,10255.405288696289,3180,1,0.9375,10255.405288696289,3180,1,0.9375,10865.052749633789,3180,1,0.9375,10865.052749633789,3180,1,0.9375,25809.16014099121,3975,0,1.15625,25809.16014099121,3975,0,1.15625,7563.817031860352,3180,1,0.9375,7563.817031860352,3180,1,0.9375,27135.600006103516,3628,3239,4119,1102,3550,1102,3613,1102,3552,1102,4014,4099,3915,1102,4447,4441,4.761904716491699,0,84.21052551269531,0,55,0,100,0,0,42.85714340209961,95,0,0,0,10,0,13958311936,0,2388123648,0
