Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1759423678007,6468.340972900391,2320,1,0.78125,6468.340972900391,2320,1,0.78125,6414.538513183594,2320,1,0.7875,6414.538513183594,2320,1,0.7875,7653.824264526367,2900,1,0.88125,7653.824508666992,2900,1,0.88125,6054.155258178711,2320,1,0.78125,6054.155258178711,2320,1,0.78125,54069.69062805176,3552,3553,4308,1102,4441,2130,4253,1102,4440,1102,4072,1102,4049,1102,4409,1102,6.060606002807617,5.882352828979492,8.823529243469238,5.882352828979492,6.060606002807617,5.882352828979492,3.0303030014038086,3.0303030014038086,12.121212005615234,3.0303030014038086,12.121212005615234,3.0303030014038086,8.823529243469238,3.0303030014038086,8.823529243469238,5.882352828979492,13958320128,0,9262362624,0
199,1759423678007,6468.341171264648,2320,1,0.78125,6468.341171264648,2320,1,0.78125,6414.541687011719,2900,1,0.8875,6414.541687011719,2900,1,0.8875,7653.824768066406,2320,1,0.78125,7653.824768066406,2320,1,0.78125,6054.15544128418,2320,1,0.78125,6054.15544128418,2320,1,0.78125,54069.70072937012,3552,3553,4308,1102,4441,2130,4253,1102,4440,1102,4072,1102,4049,1102,4409,1102,6.060606002807617,5.882352828979492,8.823529243469238,5.882352828979492,6.060606002807617,5.882352828979492,3.0303030014038086,3.0303030014038086,12.121212005615234,3.0303030014038086,12.121212005615234,3.0303030014038086,8.823529243469238,3.0303030014038086,8.823529243469238,5.882352828979492,13958320128,0,9262362624,0
199,1759423678207,6468.41423034668,3560,0,1.025,6468.41423034668,3560,0,1.025,6414.555572509766,3560,0,1.025,6414.555572509766,3560,0,1.025,7653.86979675293,3560,0,1.025,7653.86979675293,3560,0,1.025,6054.227325439453,3560,0,1.03125,6054.227645874023,3560,0,1.03125,54073.393325805664,3552,3553,4308,1102,4441,2130,4253,1102,4440,1102,4072,1102,4049,1102,4409,1102,0,0,100,0,4.761904716491699,0,9.090909004211426,0,4.761904716491699,0,9.090909004211426,0,0,0,0,0,13958320128,0,9288413184,0
199,1759423678407,6468.459442138672,2320,1,0.78125,6468.459442138672,2320,1,0.78125,6414.57453918457,2320,1,0.7875,6414.57453918457,2320,1,0.7875,7653.884033203125,2320,1,0.78125,7653.884033203125,2320,1,0.78125,6054.262451171875,2320,1,0.78125,6054.262451171875,2320,1,0.78125,54075.181243896484,3552,3553,4308,1102,4441,2130,4253,1102,4440,1102,4072,1102,4049,1102,4409,1102,0,4.761904716491699,25,0,0,0,0,0,0,0,0,0,0,0,0,0,13958320128,0,9293017088,0
200,1759423678607,6468.475982666016,2320,1,0.78125,6468.475982666016,2320,1,0.78125,6414.584167480469,2320,1,0.7875,6414.584167480469,2320,1,0.7875,7653.919418334961,2320,1,0.78125,7653.919418334961,2320,1,0.78125,6054.28044128418,2320,1,0.78125,6054.28044128418,2320,1,0.78125,54076.27606201172,3552,3553,4308,1102,4441,2130,4253,1102,4440,1102,4072,1102,4049,1102,4409,1102,5,0,4.761904716491699,0,4.761904716491699,0,5.263157844543457,0,0,0,5.263157844543457,0,0,0,4.761904716491699,0,13958320128,0,9293017088,0
199,1759423678808,6468.48112487793,2320,1,0.76875,6468.48112487793,2320,1,0.76875,6414.591690063477,2320,1,0.7875,6414.591690063477,2320,1,0.7875,7653.939910888672,2320,1,0.78125,7653.939910888672,2320,1,0.78125,6054.289505004883,2320,1,0.78125,6054.289505004883,2320,1,0.78125,54077.11161804199,3552,3553,4308,1102,4441,2130,4253,1102,4440,1102,4072,1102,4049,1102,4409,1102,4.761904716491699,0,0,0,0,0,9.523809432983398,0,4.761904716491699,0,0,0,0,0,0,0,13958320128,0,9292808192,0
200,1759423679008,6468.488800048828,2320,1,0.78125,6468.488800048828,2320,1,0.78125,6414.596832275391,2320,1,0.7875,6414.596832275391,2320,1,0.7875,7653.961685180664,2320,1,0.78125,7653.961685180664,2320,1,0.78125,6054.299865722656,2320,1,0.78125,6054.299865722656,2320,1,0.78125,54078.00877380371,3552,3553,4308,1102,4441,2130,4253,1102,4440,1102,4072,1102,4049,1102,4409,1102,0,0,5.263157844543457,4.761904716491699,4.761904716491699,0,0,0,0,0,0,0,0,0,4.761904716491699,0,13958320128,0,9292808192,0
199,1759423679208,6468.499099731445,2320,1,0.78125,6468.499099731445,2320,1,0.78125,6414.601959228516,2320,1,0.7875,6414.601959228516,2320,1,0.7875,7653.979476928711,2900,1,0.88125,7653.979476928711,2900,1,0.88125,6054.3062744140625,2320,1,0.78125,6054.3062744140625,2320,1,0.78125,54078.80424499512,3552,3553,4308,1102,4441,2130,4253,1102,4440,1102,4072,1102,4049,1102,4409,1102,0,0,5,0,5,0,9.523809432983398,0,0,0,0,0,0,0,5,0,13958320128,0,9292808192,0
199,1759423679408,6468.506546020508,2320,1,0.78125,6468.506546020508,2320,1,0.78125,6414.606063842773,2320,1,0.7875,6414.606063842773,2320,1,0.7875,7653.998596191406,2320,1,0.78125,7653.998596191406,2320,1,0.78125,6054.312454223633,2320,1,0.78125,6054.312454223633,2320,1,0.78125,54079.631759643555,3552,3553,4308,1102,4441,2130,4253,1102,4440,1102,4072,1102,4049,1102,4409,1102,0,0,5,0,0,0,5.263157844543457,0,4.761904716491699,0,5.263157844543457,0,0,0,0,0,13958320128,0,9292808192,0
199,1759423679608,6468.523086547852,2320,1,0.78125,6468.523101806641,2320,1,0.78125,6414.625076293945,2320,1,0.7875,6414.625076293945,2320,1,0.7875,7654.013046264648,2900,1,0.88125,7654.013046264648,2900,1,0.88125,6054.32194519043,2320,1,0.78125,6054.32194519043,2320,1,0.78125,54080.47026062012,3552,3553,4308,1102,4441,2130,4253,1102,4440,1102,4072,1102,4049,1102,4409,1102,9.523809432983398,0,5,9.523809432983398,5,0,5,0,0,0,4.761904716491699,0,0,0,0,0,13958320128,0,9292808192,0
