Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760554422742,7518.455459594727,3560,0,1.025,7518.455459594727,3560,0,1.025,7645.211624145508,3560,0,1.025,7645.211624145508,3560,0,1.025,9091.891250610352,3560,0,1.025,9091.891250610352,3560,0,1.025,7246.876983642578,3560,0,1.025,7246.876983642578,3560,0,1.025,56809.783935546875,3552,1102,4247,1102,3553,1102,3897,1102,1102,4440,3605,1780,3575,1895,1102,3587,2.702702760696411,2.702702760696411,5.405405521392822,5.263157844543457,5.263157844543457,5.263157844543457,2.702702760696411,0,2.702702760696411,5.263157844543457,2.777777910232544,0,2.702702760696411,0,2.702702760696411,0,13958311936,0,2203934720,0
200,1760554422742,7518.455459594727,3560,0,1.025,7518.455459594727,3560,0,1.025,7645.212142944336,3560,0,1.025,7645.212142944336,3560,0,1.025,9091.892135620117,3560,0,1.025,9091.892135620117,3560,0,1.025,7246.879241943359,3560,0,1.025,7246.879241943359,3560,0,1.025,56809.808517456055,3552,1102,4247,1102,3553,1102,3897,1102,1102,4440,3605,1780,3575,1895,1102,3587,2.702702760696411,2.702702760696411,5.405405521392822,5.263157844543457,5.263157844543457,5.263157844543457,2.702702760696411,0,2.702702760696411,5.263157844543457,2.777777910232544,0,2.702702760696411,0,2.702702760696411,0,13958311936,0,2203934720,0
200,1760554422942,7518.4659423828125,3560,0,1.025,7518.4659423828125,3560,0,1.025,7645.214782714844,3560,0,1.03125,7645.214782714844,3560,0,1.03125,9091.895416259766,3560,0,1.025,9091.895416259766,3560,0,1.025,7246.889602661133,3560,0,1.03125,7246.889602661133,3560,0,1.03125,56813.85780334473,3552,1102,4247,1102,3553,1102,3897,1102,1102,4440,3605,1780,3575,1895,1102,3587,0,0,100,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,13958311936,0,2236448768,0
200,1760554423143,7518.474578857422,4450,0,1.28125,7518.474578857422,4450,0,1.28125,7645.224502563477,3560,0,1.025,7645.224502563477,3560,0,1.025,9091.921524047852,3560,0,1.025,9091.921524047852,3560,0,1.025,7246.896835327148,3560,0,1.025,7246.896835327148,3560,0,1.025,56815.36456298828,3552,1102,4247,1102,3553,1102,3897,1102,1102,4440,3605,1780,3575,1895,1102,3587,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,13958311936,0,2241933312,0
200,1760554423343,7518.479583740234,3560,0,1,7518.479583740234,3560,0,1,7645.224609375,3560,0,1.00625,7645.224609375,3560,0,1.00625,9091.922409057617,3560,0,1,9091.922409057617,3560,0,1,7246.896926879883,3560,0,1.00625,7246.896926879883,3560,0,1.025,56815.76533508301,3552,1102,4247,1102,3553,1102,3897,1102,1102,4440,3605,1780,3575,1895,1102,3587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,2244300800,0
199,1760554423544,7518.482223510742,3560,0,1,7518.482223510742,3560,0,1,7645.226181030273,3560,0,1.025,7645.226181030273,3560,0,1.025,9091.933120727539,3560,0,1.025,9091.933120727539,3560,0,1.025,7246.90364074707,3560,0,1.025,7246.90364074707,3560,0,1.025,56816.28901672363,3552,1102,4247,1102,3553,1102,3897,1102,1102,4440,3605,1780,3575,1895,1102,3587,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,13958311936,0,2244300800,0
200,1760554423743,7518.489288330078,4450,0,1.24375,7518.489288330078,4450,0,1.24375,7645.226455688477,3560,0,1.025,7645.226455688477,3560,0,1.025,9091.93588256836,3560,0,1.025,9091.93588256836,3560,0,1.025,7246.903747558594,3560,0,1.025,7246.903747558594,3560,0,1.025,56816.72621154785,3552,1102,4247,1102,3553,1102,3897,1102,1102,4440,3605,1780,3575,1895,1102,3587,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,13958311936,0,2244300800,0
199,1760554423944,7518.494964599609,3560,0,1.025,7518.494964599609,3560,0,1.025,7645.232330322266,3560,0,1.025,7645.232330322266,3560,0,1.025,9091.935928344727,3560,0,1.025,9091.935928344727,3560,0,1.025,7246.907943725586,3560,0,1.025,7246.907943725586,3560,0,1.025,56817.310119628906,3552,1102,4247,1102,3553,1102,3897,1102,1102,4440,3605,1780,3575,1895,1102,3587,2.4390242099761963,0,2.4390242099761963,0,0,0,2.5,0,0,0,0,0,0,0,0,0,13958311936,0,2244300800,0
199,1760554424144,7518.4986572265625,3560,0,1.025,7518.4986572265625,3560,0,1.025,7645.238098144531,3560,0,1.025,7645.238098144531,3560,0,1.025,9091.940673828125,3560,0,1.025,9091.940673828125,3560,0,1.025,7246.916366577148,3560,0,1.025,7246.916366577148,3560,0,1.025,56817.778060913086,3552,1102,4247,1102,3553,1102,3897,1102,1102,4440,3605,1780,3575,1895,1102,3587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,2244300800,0
199,1760554424344,7518.507080078125,3560,0,1.025,7518.507080078125,3560,0,1.025,7645.242950439453,3560,0,1.025,7645.242950439453,3560,0,1.025,9091.941925048828,3560,0,1.025,9091.941925048828,3560,0,1.025,7246.917984008789,3560,0,1.025,7246.917984008789,3560,0,1.025,56818.22720336914,3552,1102,4247,1102,3553,1102,3897,1102,1102,4440,3605,1780,3575,1895,1102,3587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,2244276224,0
199,1760554424545,7518.5172119140625,3560,0,1.025,7518.5172119140625,3560,0,1.025,7645.250152587891,3560,0,1.025,7645.250152587891,3560,0,1.025,9091.94499206543,3560,0,1.025,9091.94499206543,3560,0,1.025,7246.924789428711,3560,0,1.025,7246.924789428711,3560,0,1.025,56818.69184875488,3552,1102,4247,1102,3553,1102,3897,1102,1102,4440,3605,1780,3575,1895,1102,3587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,2244276224,0
200,1760554424745,7518.52262878418,3560,1,1.025,7518.52262878418,3560,0,1.025,7645.252059936523,3560,0,1.025,7645.252059936523,3560,0,1.025,9091.947463989258,3560,0,1.025,9091.947463989258,3560,0,1.025,7246.931594848633,3560,0,1.025,7246.931594848633,3560,0,1.025,56819.28437805176,3552,1102,4247,1102,3553,1102,3897,1102,1102,4440,3605,1780,3575,1895,1102,3587,0,0,0,0,0,0,9.523809432983398,0,0,0,0,0,0,0,0,0,13958311936,0,2244276224,0
