Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760546044215,466.21728515625,3560,0,1.025,466.21728515625,3560,0,1.025,401.67774963378906,3560,0,1.025,401.67774963378906,3560,0,1.025,446.43212890625,3560,0,1.025,446.43212890625,3560,0,1.025,348.83140563964844,3560,0,1.025,348.83140563964844,3560,0,1.025,9547.706848144531,3699,1102,3552,1102,4131,1102,3553,4438,3552,1102,4441,1102,3552,1102,3618,1102,2.941176414489746,2.857142925262451,2.941176414489746,2.941176414489746,2.857142925262451,2.857142925262451,8.333333969116211,5.555555820465088,2.857142925262451,5.555555820465088,5.714285850524902,2.857142925262451,2.857142925262451,5.555555820465088,2.857142925262451,2.857142925262451,13958311936,0,4499267584,0
199,1760546044215,466.2181091308594,3560,0,1.025,466.2181091308594,3560,0,1.025,401.6783752441406,3560,0,1.03125,401.6783752441406,3560,0,1.03125,446.4329528808594,3560,0,1.025,446.4329528808594,3560,0,1.025,348.8380126953125,3560,0,1.025,348.8380126953125,3560,0,1.025,9547.728103637695,3699,1102,3552,1102,4131,1102,3553,4438,3552,1102,4441,1102,3552,1102,3618,1102,2.941176414489746,2.857142925262451,2.941176414489746,2.941176414489746,2.857142925262451,2.857142925262451,8.333333969116211,5.555555820465088,2.857142925262451,5.555555820465088,5.714285850524902,2.857142925262451,2.857142925262451,5.555555820465088,2.857142925262451,2.857142925262451,13958311936,0,4499267584,0
199,1760546044415,466.2246398925781,3560,0,1.025,466.2246398925781,3560,0,1.025,401.6927032470703,3560,0,1.03125,401.6927032470703,3560,0,1.03125,446.43817138671875,3560,0,1.025,446.43817138671875,3560,0,1.025,348.8401336669922,3560,0,1.03125,348.8401336669922,3560,0,1.03125,9551.939178466797,3699,1102,3552,1102,4131,1102,3553,4438,3552,1102,4441,1102,3552,1102,3618,1102,0,0,90,0,5,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,4534054912,0
200,1760546044615,466.2510986328125,4450,0,1.2875,466.25111389160156,4450,0,1.2875,401.7084045410156,3560,0,1.00625,401.7084045410156,3560,0,1.00625,446.440185546875,3560,0,1.025,446.440185546875,3560,0,1.025,348.8583679199219,3560,0,1.025,348.8583679199219,3560,0,1.025,9553.224151611328,3699,1102,3552,1102,4131,1102,3553,4438,3552,1102,4441,1102,3552,1102,3618,1102,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,4538183680,0
199,1760546044816,466.2587890625,3560,0,1.025,466.2587890625,3560,0,1.025,401.7145233154297,4450,0,1.28125,401.7145233154297,4450,0,1.28125,446.44419860839844,3560,0,1.025,446.44419860839844,3560,0,1.025,348.8653259277344,3560,0,1.025,348.8653259277344,3560,0,1.025,9553.698669433594,3699,1102,3552,1102,4131,1102,3553,4438,3552,1102,4441,1102,3552,1102,3618,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,4538183680,0
200,1760546045016,466.26043701171875,3560,0,1.025,466.26043701171875,3560,0,1.025,401.7230529785156,4450,0,1.28125,401.7230529785156,4450,0,1.28125,446.4450225830078,3560,0,1.025,446.4450225830078,3560,0,1.025,348.86546325683594,3560,0,1.025,348.86546325683594,3560,0,1.025,9554.139144897461,3699,1102,3552,1102,4131,1102,3553,4438,3552,1102,4441,1102,3552,1102,3618,1102,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13958311936,0,4538183680,0
200,1760546045217,466.28004455566406,3560,0,1.025,466.28004455566406,4450,0,1.2875,401.73162841796875,3560,0,1.025,401.73162841796875,3560,0,1.025,446.45233154296875,4450,0,1.28125,446.45233154296875,4450,0,1.28125,348.8719482421875,3560,0,1.025,348.8719482421875,3560,0,1.025,9554.736282348633,3699,1102,3552,1102,4131,1102,3553,4438,3552,1102,4441,1102,3552,1102,3618,1102,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,13958311936,0,4539572224,0
200,1760546045417,466.2814178466797,3560,0,1.025,466.2814178466797,3560,0,1.025,401.73609924316406,3560,0,1.03125,401.73609924316406,3560,0,1.03125,446.4540100097656,3560,0,1,446.4540100097656,3560,0,1,348.8753356933594,3560,0,1.00625,348.8753356933594,3560,0,1.025,9555.35661315918,3699,1102,3552,1102,4131,1102,3553,4438,3552,1102,4441,1102,3552,1102,3618,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,4539830272,0
199,1760546045617,466.2986755371094,3560,0,1.025,466.2986755371094,3560,0,1.025,401.7362976074219,3560,0,1.025,401.7362976074219,3560,0,1.025,446.4593811035156,3560,0,1,446.4593811035156,3560,0,1,348.8850402832031,3560,0,1.00625,348.8850402832031,3560,0,1.00625,9555.86685180664,3699,1102,3552,1102,4131,1102,3553,4438,3552,1102,4441,1102,3552,1102,3618,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,4539830272,0
200,1760546045817,466.3044891357422,3560,0,1.025,466.3044891357422,3560,0,1.025,401.7488708496094,3560,0,1.025,401.7488708496094,3560,0,1.025,446.47119140625,3560,0,1.025,446.47119140625,3560,0,1.025,348.88954162597656,3560,0,1.025,348.88954162597656,3560,0,1.025,9556.479064941406,3699,1102,3552,1102,4131,1102,3553,4438,3552,1102,4441,1102,3552,1102,3618,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,4539830272,0
