Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760576923086,25547.844650268555,3560,0,1.025,25547.844650268555,3560,0,1.025,25879.694946289063,3560,0,1.025,25879.694946289063,3560,0,1.025,31153.29766845703,3560,0,1.025,31153.29766845703,3560,0,1.025,24653.597412109375,3560,0,1.025,24653.597412109375,3560,0,1.025,35978.10873413086,4441,1102,3899,1102,4047,1102,4418,1102,3553,1102,1102,3552,1102,3550,3759,1102,0,2.5,5.128205299377441,2.5,7.142857551574707,0,0,0,4.878048419952393,2.5,0,2.5,2.5,2.5,0,0,13958311936,0,2203152384,0
199,1760576923086,25547.84504699707,3560,0,1.025,25547.84504699707,3560,0,1.025,25879.700164794922,3560,0,1.025,25879.700164794922,3560,0,1.025,31153.298126220703,3560,0,1.025,31153.298126220703,3560,0,1.025,24653.59782409668,3560,0,1.025,24653.59782409668,3560,0,1.025,35978.13410949707,4441,1102,3899,1102,4047,1102,4418,1102,3553,1102,1102,3552,1102,3550,3759,1102,0,2.5,5.128205299377441,2.5,7.142857551574707,0,0,0,4.878048419952393,2.5,0,2.5,2.5,2.5,0,0,13958311936,0,2203152384,0
199,1760576923286,25548.065841674805,3560,0,1.025,25548.065841674805,3560,0,1.025,25879.905197143555,3560,0,1.03125,25879.905197143555,3560,0,1.03125,31153.50079345703,3560,0,1.025,31153.50079345703,3560,0,1.025,24653.800842285156,3560,0,1.03125,24653.800842285156,3560,0,1.03125,35982.857330322266,4441,1102,3899,1102,4047,1102,4418,1102,3553,1102,1102,3552,1102,3550,3759,1102,47.619049072265625,40,90.47618865966797,40,47.36842346191406,42.85714340209961,42.85714340209961,40,40,42.85714340209961,42.85714340209961,40,42.105262756347656,40,40,40,13958311936,0,2243997696,0
199,1760576923486,25548.070846557617,3560,0,1.025,25548.070846557617,3560,0,1.025,25879.907485961914,3560,0,1.03125,25879.907485961914,3560,0,1.03125,31153.5047454834,3560,0,1.025,31153.5047454834,3560,0,1.025,24653.808059692383,3560,0,1.025,24653.808059692383,3560,0,1.025,35986.866943359375,4441,1102,3899,1102,4047,1102,4418,1102,3553,1102,1102,3552,1102,3550,3759,1102,4.761904716491699,0,78.94737243652344,0,0,0,0,25,0,0,0,0,0,0,0,0,13958311936,0,2288467968,0
199,1760576923686,25548.085342407227,4450,0,1.28125,25548.085342407227,4450,0,1.28125,25879.920532226563,4450,0,1.2875,25879.920532226563,4450,0,1.2875,31153.518310546875,4450,0,1.2875,31153.518310546875,4450,0,1.2875,24653.8087310791,3560,0,1.025,24653.8087310791,3560,0,1.025,35990.74333190918,4441,1102,3899,1102,4047,1102,4418,1102,3553,1102,1102,3552,1102,3550,3759,1102,0,4.761904716491699,0,0,0,0,0,100,0,0,0,5,0,0,0,0,13958311936,0,2334584832,0
199,1760576923886,25548.133270263672,3320.0000000000005,0,0.96875,25548.133270263672,3320.0000000000005,0,0.96875,25880.09407043457,3320.0000000000005,0,0.975,25880.09407043457,3180,0,0.9375,31153.928451538086,3975,0,1.15625,31153.928451538086,3975,0,1.15625,24653.808837890625,3180,1,0.9375,24653.808837890625,3180,1,0.9375,35995.856216430664,4441,1102,3899,1102,4047,1102,4418,1102,3553,1102,1102,3552,1102,3550,3759,1102,0,5.263157844543457,60.000003814697266,0,45,0,0,100,0,35,0,80,0,0,14.285715103149414,0,13958311936,0,2334584832,0
200,1760576924086,25548.142959594727,3560,0,1.025,25548.142959594727,3560,0,1.025,25880.095993041992,3560,0,1.03125,25880.095993041992,3560,0,1.03125,31154.30355834961,3560,0,1.025,31154.30355834961,3560,0,1.025,24653.81004333496,3560,0,1.025,24653.81004333496,3560,0,1.025,36000.795181274414,4441,1102,3899,1102,4047,1102,4418,1102,3553,1102,1102,3552,1102,3550,3759,1102,0,0,78.94737243652344,0,20,57.142860412597656,0,100,0,0,0,75,0,0,0,0,13958311936,0,2334584832,0
1,1760576924287,25548.153762817383,3560,0,1.025,25548.153762817383,3560,0,1.025,25880.100875854492,4450,0,1.28125,25880.100875854492,4450,0,1.28125,31154.311981201172,4450,0,1.28125,31154.311981201172,4450,0,1.28125,24653.814743041992,3560,0,1.025,24653.814743041992,3560,0,1.025,36002.16125488281,4441,1102,3899,1102,4047,1102,4418,1102,3553,1102,1102,3552,1102,3550,3759,1102,0,0,23.809524536132813,0,0,0,0,0,0,0,0,0,0,0,0,0,13958311936,0,2302664704,0
